name,height_cm,weight_kg,reach_cm,strikes_per_min,striking_accuracy,takedown_avg,takedown_accuracy,takedown_defense,submission_avg
Kit Cope,182.88,77.11,,1.18,0.52,2.12,0.0,0.5,3.5
Amanda Cooper,160.02,52.16,162.56,3.55,0.44,3.2,0.38,0.28,1.8
Bobby Cooper,185.42,70.31,,2.87,0.25,3.4,0.0,0.4,1.0
Bill Cooper,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Brett Cooper,182.88,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Dewey Cooper,,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
TJ Cook,,92.99,,2.3,0.47,3.18,0.5,0.0,0.0
Chad Cook,187.96,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Mike Cook,185.42,92.99,,1.72,0.49,2.4,0.33,0.55,2.1
Bob Cook,175.26,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Contrestano,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Jeremiah Constant,185.42,108.86,,1.5,0.75,3.25,0.0,0.0,7.5
Marcos Conrado Jr.,187.96,99.79,,1.6,0.34,9.69,0.14,0.0,0.0
Tristan Connelly,177.8,65.77,172.72,3.31,0.51,2.96,0.14,0.6,0.3
Chris Condo,182.88,151.95,,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Condit,187.96,77.11,190.5,3.66,0.39,2.67,0.46,0.38,1.0
Rose Conceicao,139.7,52.16,165.1,3.07,0.28,6.73,0.0,0.0,0.0
Wes Combs,187.96,92.99,,2.14,0.48,4.73,0.0,0.0,0.0
Willian Colorado,177.8,61.23,182.88,0.0,0.0,0.0,0.0,0.0,0.0
Christian Colombo,195.58,120.2,,2.76,0.44,4.02,0.0,0.33,0.0
Jake Collier,190.5,104.33,198.12,5.8,0.44,5.08,0.33,0.67,0.6
Jamie Colleen,160.02,52.16,165.1,3.11,0.61,5.66,0.33,0.5,1.6
Clay Collard,180.34,65.77,185.42,4.22,0.32,5.0,0.39,0.71,0.5
Cortez Coleman,185.42,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Mark Coleman,185.42,92.99,190.5,1.88,0.52,2.62,0.4,0.5,0.8
Chandler Cole,177.8,119.75,182.88,2.45,0.6,3.59,0.0,0.0,0.0
Ivan Cole,175.26,61.23,,2.68,0.36,4.69,0.0,0.0,0.0
Coltin Cole,,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Devin Cole,193.04,108.86,,3.5,0.55,2.14,0.42,0.66,0.0
Wayne Cole,185.42,92.99,,0.57,0.2,8.33,0.25,0.0,4.3
Felipe Colares,172.72,65.77,175.26,2.17,0.45,4.65,0.24,0.43,0.5
Chris Coggins,,,,0.0,0.0,0.0,0.0,0.0,0.0
John Cofer,175.26,70.31,,2.73,0.41,3.43,0.5,0.64,0.0
Marc Cofer,,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Marloes Coenen,175.26,65.77,170.18,2.15,0.51,1.9,0.3,0.41,2.5
Dakota Cochrane,172.72,70.31,,2.66,0.75,2.66,0.33,0.0,0.0
Dave Cochran,167.64,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Darryl Cobb,175.26,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Brian Cobb,180.34,70.31,,0.0,0.0,3.68,0.5,0.0,0.0
Josh Clopton,167.64,65.77,,1.6,0.64,2.87,0.66,0.75,0.0
Mark Climaco,162.56,56.7,165.1,4.13,0.59,2.9,0.36,0.46,0.0
RJ Clifford,,72.57,,0.0,0.0,0.0,0.0,0.0,0.0
Chris Clements,177.8,77.11,177.8,3.2,0.49,2.37,0.0,0.32,0.3
Rich Clementi,175.26,70.31,182.88,1.43,0.37,2.29,0.42,0.25,1.1
Mitch Clarke,177.8,70.31,185.42,2.35,0.34,3.27,0.15,0.5,0.4
John Clarke,,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Shannon Clark,165.1,56.7,162.56,11.51,0.58,20.55,0.0,0.0,0.0
Jessica-Rose Clark,165.1,61.23,162.56,3.73,0.51,3.51,0.42,0.62,0.3
Devin Clark,182.88,92.99,190.5,3.03,0.54,3.24,0.32,0.58,0.1
Heather Clark,167.64,52.16,162.56,3.69,0.49,5.62,0.04,0.8,0.3
Dominic Clark,177.8,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Mychal Clark,190.5,101.6,,5.8,0.56,2.9,0.0,0.0,0.0
Logan Clark,187.96,83.91,,2.2,0.54,1.49,1.0,0.3,2.1
Laverne Clark,180.34,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Cisneros,180.34,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Misha Cirkunov,190.5,92.99,195.58,3.86,0.51,3.06,0.39,0.76,1.7
Nikolajus Cilkinas,,,,0.0,0.0,5.88,0.0,0.0,0.0
Branko Cikatic,185.42,97.52,,0.0,0.0,0.0,0.0,0.0,0.0
Hannah Cifers,154.94,52.16,157.48,4.99,0.44,5.39,1.0,0.64,0.3
Mike Ciesnolevicz,182.88,106.59,,0.51,0.5,4.62,0.0,0.2,5.1
Steven Ciaccio,182.88,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Church,180.34,70.31,182.88,4.0,0.4,4.93,0.0,0.6,1.0
Murad Chunkaiev,180.34,83.91,,0.85,0.16,3.41,1.0,0.0,0.0
Anthony Christodoulou,175.26,70.31,,2.19,0.26,5.9,0.0,0.4,0.0
Dan Christison,203.2,120.2,,4.23,0.51,3.88,0.0,0.37,1.1
Kevin Christian,200.66,92.99,203.2,0.75,0.35,1.83,0.0,0.5,3.2
Joachim Christensen,190.5,92.99,193.04,3.78,0.41,3.29,0.0,0.0,0.0
Will Chope,193.04,65.77,,4.43,0.27,9.93,0.0,0.0,0.0
Ryo Chonan,175.26,77.11,177.8,2.57,0.43,2.25,0.41,0.39,0.3
John Cholish,180.34,70.31,187.96,2.65,0.49,2.29,0.31,0.78,0.4
DongHun Choi,165.1,56.7,167.64,4.54,0.66,3.13,0.14,0.81,0.0
SeungGuk Choi,167.64,56.7,162.56,2.69,0.42,2.69,0.27,0.74,0.0
SeungWoo Choi,182.88,65.77,187.96,3.56,0.38,3.16,0.54,0.7,0.0
Dooho Choi,177.8,65.77,177.8,4.67,0.56,4.02,0.53,0.47,0.6
Hong Man Choi,218.44,149.69,,1.32,0.26,1.46,1.0,0.84,0.0
Mu Bae Choi,187.96,104.33,,1.55,0.49,3.65,0.75,0.6,1.0
Sako Chivitchian,180.34,70.31,,2.4,0.27,4.8,0.0,1.0,0.0
Khamzat Chimaev,187.96,83.91,190.5,5.36,0.58,3.25,0.46,1.0,2.8
Giga Chikadze,182.88,65.77,187.96,3.92,0.42,3.5,0.33,0.7,0.2
Michael Chiesa,185.42,77.11,190.5,1.81,0.39,1.66,0.48,0.61,1.1
Macy Chiasson,180.34,61.23,182.88,3.77,0.46,2.79,0.38,0.7,0.4
Mark Cherico,170.18,65.77,175.26,3.69,0.34,7.37,0.5,0.0,0.0
Ion Cherdivara,,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Fabio Cherant,185.42,92.99,187.96,1.35,0.4,4.89,0.0,0.0,0.0
Albert Cheng,180.34,77.11,,1.0,0.41,2.6,0.0,0.0,0.0
Gabriel Checco,185.42,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Danny Chavez,172.72,65.77,170.18,2.86,0.38,3.83,0.6,0.87,0.0
Emilio Chavez,175.26,65.77,,2.73,0.48,1.53,0.5,0.0,0.0
Ernest Chavez,172.72,65.77,177.8,2.79,0.4,3.89,0.33,0.5,0.0
Morgan Charriere,172.72,65.77,175.26,3.87,0.51,3.74,0.57,0.83,0.6
Dan Charles,187.96,103.42,,2.82,0.45,3.51,0.0,0.31,0.0
Joe Charles,185.42,117.93,,0.0,0.0,0.0,0.0,0.0,0.0
Donnie Chappell,180.34,80.74,,0.0,0.0,0.0,0.0,0.0,0.0
Chelsea Chandler,172.72,61.23,172.72,3.53,0.45,4.06,0.6,0.33,0.0
Michael Chandler,172.72,70.31,180.34,4.49,0.5,4.3,0.37,0.63,0.6
Alex Chambers,160.02,52.16,160.02,2.97,0.54,5.1,0.41,0.53,1.0
Ansar Chalangov,175.26,77.11,,0.68,0.66,1.69,0.0,0.0,7.6
Edgar Chairez,170.18,56.7,180.34,3.45,0.45,5.21,0.0,0.33,1.5
Luan Chagas,182.88,77.11,190.5,4.16,0.47,3.19,0.12,0.85,0.3
Jared Chaffee,177.8,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Donald Cerrone,185.42,70.31,185.42,4.41,0.46,4.48,0.33,0.73,1.2
Rafael Cerqueira,190.5,92.99,193.04,3.28,0.43,14.43,0.0,0.0,0.0
Katlyn Cerminara,175.26,56.7,172.72,4.58,0.34,4.48,0.15,0.5,0.3
Vinicius Cenci,185.42,70.31,187.96,2.9,0.48,2.69,0.5,0.0,0.0
Adam Cella,187.96,77.11,,1.91,0.42,2.61,0.75,0.5,1.3
Henry Cejudo,162.56,61.23,162.56,3.82,0.47,3.46,0.31,0.76,0.1
Yosdenis Cedeno,172.72,70.31,175.26,1.64,0.29,1.6,0.0,0.31,0.3
Magnus Cedenblad,195.58,83.91,200.66,2.38,0.51,3.02,0.64,0.66,1.0
Igor Cavalcanti,180.34,77.11,200.66,3.33,0.42,3.6,0.5,0.66,0.0
Jacqueline Cavalcanti,172.72,61.23,177.8,5.73,0.46,3.32,0.0,0.84,0.0
Rafael Cavalcante,185.42,92.99,187.96,2.71,0.53,3.62,0.4,0.63,0.1
Gesias Cavalcante,172.72,70.31,180.34,1.98,0.35,3.11,0.36,0.66,1.1
Luke Caudillo,170.18,70.31,,1.97,0.28,5.07,0.2,0.85,0.0
Nick Catone,182.88,83.91,182.88,2.11,0.44,2.32,0.44,0.83,0.5
Tim Catalfo,180.34,106.59,,0.39,1.0,0.77,0.0,0.0,0.0
Jenna Castillo,157.48,56.7,,3.24,0.56,2.01,1.0,1.0,0.0
Raul Castillo,180.34,83.91,,1.47,0.48,3.27,0.0,0.0,0.0
Danny Castillo,175.26,70.31,180.34,2.57,0.42,1.96,0.38,0.63,0.2
Gil Castillo,175.26,77.11,,0.6,0.45,2.22,0.45,0.5,0.0
Eric Castile,172.72,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
John Castaneda,167.64,61.23,180.34,4.67,0.5,5.22,0.35,0.71,0.1
Joe Cason,190.5,92.99,,4.17,0.55,10.83,0.0,0.0,0.0
Dwayne Cason,177.8,96.16,,0.0,0.0,0.0,0.0,0.0,0.0
Bendy Casimir,165.1,65.77,,0.74,0.27,3.42,0.0,1.0,0.0
Brandon Cash,195.58,115.67,,5.42,0.72,0.68,0.66,0.0,0.0
Cortney Casey,170.18,56.7,170.18,4.29,0.39,4.0,0.31,0.39,0.5
Kevin Casey,180.34,83.91,195.58,2.27,0.53,3.76,0.22,0.27,0.4
Johnny Case,177.8,70.31,182.88,3.95,0.38,2.66,0.45,0.72,0.2
Shane Carwin,187.96,120.2,203.2,4.38,0.47,3.53,0.33,0.42,0.0
Rafael Carvalho,190.5,83.91,,1.94,0.5,1.84,0.4,0.7,0.0
Antonio Carvalho,175.26,65.77,177.8,3.03,0.29,3.62,0.0,1.0,0.0
Bruno Carvalho,172.72,69.85,,0.6,0.45,0.93,0.0,0.66,4.0
Jack Cartwright,175.26,61.23,172.72,0.8,0.38,3.33,0.66,0.0,2.0
Shonie Carter,177.8,77.11,,1.62,0.36,2.32,0.66,0.75,0.0
Scott Carson,187.96,97.52,,0.62,0.66,6.22,0.0,0.0,0.0
Jonny Carson,177.8,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Roger Carroll,177.8,77.11,,7.62,0.61,10.48,0.0,1.0,0.0
Cain Carrizosa,172.72,70.31,,2.72,0.42,5.8,0.0,0.14,0.0
Cody Carrillo,177.8,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Carrasco,167.64,61.23,,4.15,0.37,1.53,0.0,1.0,0.0
Clayton Carpenter,167.64,56.7,167.64,3.91,0.55,2.75,0.46,0.42,1.5
Tim Caron,185.42,83.91,,0.59,0.5,6.9,0.0,0.0,0.0
Luana Carolina,167.64,56.7,175.26,4.81,0.5,3.54,0.37,0.74,0.6
Ariane Carnelossi,157.48,52.16,154.94,2.87,0.39,4.74,0.55,0.14,0.3
Roan Carneiro,180.34,77.11,193.04,1.46,0.46,1.82,0.42,0.83,1.4
Liz Carmouche,167.64,56.7,167.64,2.78,0.54,2.51,0.51,0.65,0.3
Francis Carmont,190.5,92.99,198.12,2.22,0.42,1.64,0.36,0.73,0.6
Spike Carlyle,172.72,65.77,180.34,2.55,0.54,3.85,0.36,0.57,0.5
Antonio Carlos Junior,187.96,83.91,200.66,1.95,0.42,2.14,0.39,0.53,0.8
Don Carlo-Clauss,,77.11,,1.44,0.3,7.68,0.0,0.66,0.0
Rafael Carino,203.2,111.13,,0.0,0.0,0.0,0.0,0.0,0.0
Ronald Carillo,,56.7,,0.0,0.0,0.0,0.0,0.0,0.0
Chris Cariaso,160.02,56.7,162.56,3.35,0.43,2.23,0.39,0.57,0.8
Edgar Cardenas,,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Phil Cardella,180.34,70.31,,2.47,0.5,2.0,0.0,0.11,2.5
Remo Cardarelli,,61.23,,2.27,0.47,1.47,0.0,1.0,0.0
Bryan Caraway,172.72,61.23,172.72,2.53,0.34,3.61,0.25,0.8,0.8
Dos Caras Jr.,193.04,102.06,,0.77,0.23,1.2,0.0,0.72,0.0
Gina Carano,172.72,65.77,,4.5,0.47,2.66,0.66,0.85,1.6
Frank Caracci,,,,0.0,0.0,0.0,0.0,0.0,0.0
Phil Caracappa,172.72,61.23,177.8,2.93,0.5,4.07,0.08,1.0,1.0
Paul Capaldo,170.18,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Steve Cantwell,187.96,83.91,190.5,3.63,0.34,5.76,0.3,0.8,0.7
Bo Cantrell,187.96,106.59,,3.16,0.16,12.63,0.0,0.0,0.0
Cody Canterbury,172.72,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Jose Canseco,193.04,108.86,,0.78,0.1,4.68,0.0,0.0,0.0
Jared Cannonier,180.34,83.91,195.58,4.6,0.5,4.49,0.44,0.64,0.0
Guido Cannetti,167.64,61.23,172.72,3.44,0.55,2.84,0.55,0.64,0.4
Luiz Cane,187.96,83.91,195.58,4.79,0.41,5.0,0.28,1.0,0.3
Ronaldo Candido,167.64,56.7,,1.67,0.42,3.87,0.53,0.0,5.0
Carlos Candelario,172.72,56.7,172.72,3.97,0.46,5.17,0.36,0.53,0.3
Asbel Cancio,177.8,102.06,,0.0,0.0,0.0,0.0,0.0,0.0
Chico Camus,167.64,56.7,167.64,2.58,0.41,2.46,0.4,0.72,0.4
Aleksa Camur,185.42,92.99,187.96,4.73,0.57,4.26,0.22,0.5,0.0
Will Campuzano,175.26,56.7,177.8,2.43,0.31,3.82,0.45,0.48,0.2
Derek Campos,175.26,70.31,,2.41,0.23,10.34,0.0,0.0,0.0
Wagner Campos,167.64,65.77,,1.54,0.41,2.53,1.0,0.0,0.0
John Campetella,175.26,106.59,,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Campbell,182.88,70.31,182.88,5.55,0.54,3.73,0.4,0.71,0.0
Shane Campbell,182.88,70.31,180.34,3.99,0.59,3.19,0.28,0.82,0.0
Thomas Campbell,,,,0.0,0.0,0.0,0.0,0.0,0.0
Mike Campbell,175.26,70.31,,1.4,0.26,1.4,1.0,0.0,0.0
Ricky Camp,170.18,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Brian Camozzi,187.96,77.11,198.12,3.15,0.26,6.39,0.0,0.0,0.7
Chris Camozzi,187.96,83.91,190.5,3.57,0.44,2.96,0.19,0.57,0.5
Fabricio Camoes,177.8,70.31,180.34,1.29,0.33,1.85,0.32,0.2,1.5
Matheus Camilo,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Camacho,193.04,120.2,203.2,4.08,0.38,8.16,0.0,0.0,0.0
Frank Camacho,177.8,70.31,185.42,6.56,0.46,7.44,0.31,0.73,0.0
Joe Camacho,175.26,70.31,,0.31,0.17,5.0,0.0,0.0,0.0
Cynthia Calvillo,162.56,52.16,162.56,4.41,0.38,4.12,0.44,0.77,0.8
Taylor Callens,177.8,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Nicolle Caliari,160.02,56.7,157.48,3.85,0.41,5.57,0.29,0.0,1.5
Darrion Caldwell,177.8,61.23,,0.85,0.34,0.57,0.66,1.0,0.8
Carlos Calderon,180.34,65.77,180.34,4.85,0.42,4.98,0.33,0.0,0.0
Ricky Calatayud,175.26,56.7,,0.0,0.0,0.0,0.0,0.0,0.0
Travis Calanoc,172.72,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Priscila Cachoeira,170.18,61.23,165.1,4.03,0.44,7.15,0.33,0.65,0.0
Vince Cachero,167.64,65.77,172.72,3.29,0.45,6.51,0.0,0.18,0.5
Alex Caceres,177.8,65.77,185.42,4.21,0.49,3.09,0.68,0.64,0.7
Alvin Cacdac,167.64,56.7,,1.21,0.66,0.61,0.0,0.0,0.0
Steve Byrnes,182.88,77.11,,1.2,0.51,2.67,0.6,0.0,4.0
Charles Byrd,177.8,83.91,185.42,3.43,0.55,2.63,0.5,0.4,1.5
Dennis Buzukja,175.26,65.77,177.8,4.21,0.43,4.82,0.27,0.75,0.2
JP Buys,165.1,61.23,170.18,1.88,0.39,3.02,0.25,0.25,2.3
Jesse Butler,177.8,61.23,185.42,2.02,0.34,4.62,0.0,0.0,0.0
Raphael Butler,190.5,118.39,,4.69,0.45,0.94,0.0,1.0,14.1
Ian Butler,172.72,70.31,,2.09,0.14,6.69,0.0,0.5,0.0
Goldman Butler,,,,0.0,0.0,0.0,0.0,0.0,0.0
Todd Butler,185.42,90.72,,0.0,0.0,0.0,0.0,0.0,0.0
Jason Butcher,190.5,83.91,,1.82,0.4,2.73,0.5,0.0,0.0
Eduardo Bustillos,172.72,61.23,,2.61,0.59,6.22,0.0,1.0,0.0
Nick Bustamante,175.26,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Murilo Bustamante,187.96,83.01,,1.33,0.32,1.9,0.33,0.54,1.2
Dakota Bush,177.8,70.31,185.42,2.77,0.38,4.42,0.33,0.0,0.0
Bubba Bush,182.88,83.91,,0.63,0.55,7.01,0.5,0.6,0.0
George Bush,185.42,92.99,,6.35,0.64,2.31,0.66,0.0,0.0
Martin Buschkamp,175.26,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Nah-Shon Burrell,180.34,77.11,,4.83,0.47,3.45,0.0,0.52,0.3
Derrick Burnsed,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Herbert Burns,175.26,65.77,185.42,1.86,0.36,5.17,0.34,0.66,1.8
Josh Burns,185.42,110.68,,2.4,0.48,5.73,0.0,1.0,0.0
Gilbert Burns,177.8,77.11,180.34,3.17,0.48,3.57,0.37,0.53,0.5
Kevin Burns,177.8,77.11,187.96,2.74,0.38,4.3,0.5,0.47,0.8
Mikey Burnett,167.64,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Mads Burnell,172.72,65.77,175.26,1.28,0.41,2.71,0.47,0.22,0.4
Justin Burlinson,185.42,77.11,187.96,1.24,0.4,3.09,0.0,1.0,9.3
Joshua Burkman,177.8,77.11,182.88,2.69,0.43,3.13,0.36,0.72,0.3
Shane Burgos,180.34,65.77,190.5,7.4,0.52,6.78,0.44,0.91,0.4
Felipe Bunes,170.18,56.7,175.26,4.49,0.53,7.86,0.25,0.0,2.6
Shawn Bunch,165.1,61.23,,0.0,0.0,1.55,0.0,0.5,0.0
Josh Bumgarner,185.42,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Lee Kwan Bum,187.96,129.73,,0.71,0.14,0.0,0.0,0.0,0.0
Modestas Bukauskas,190.5,92.99,198.12,3.32,0.42,4.11,0.66,0.71,0.2
Paul Buentello,187.96,111.13,195.58,3.29,0.45,3.83,0.33,0.39,0.4
Mayra Bueno Silva,167.64,56.7,167.64,3.83,0.58,4.85,0.29,0.63,1.5
Francisco Bueno,175.26,102.06,,0.0,0.0,0.0,0.0,0.0,0.0
Mike Budnik,175.26,65.77,172.72,0.65,0.52,0.95,0.0,0.0,3.4
Dylan Budka,182.88,83.91,190.5,1.06,0.38,1.8,0.38,0.76,0.4
Julia Budd,170.18,65.77,170.18,2.42,0.74,1.18,0.57,0.83,0.0
Martin Buday,193.04,120.2,195.58,4.84,0.53,5.54,0.25,1.0,0.2
Joaquin Buckley,177.8,77.11,193.04,4.22,0.37,3.13,0.45,0.73,0.1
Courtney Buck,177.8,61.23,,1.49,0.28,3.24,0.0,0.33,0.0
Zak Bucia,177.8,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Justin Buchholz,182.88,70.31,185.42,2.35,0.26,4.14,0.0,0.33,0.8
Lukasz Brzeski,193.04,107.05,198.12,5.02,0.5,3.68,0.33,0.36,0.4
Robert Bryczek,182.88,83.91,190.5,2.13,0.24,4.47,0.0,1.0,0.0
Dennis Bryant,182.88,92.99,,10.56,0.59,10.56,0.0,0.0,0.0
Josh Bryant,177.8,83.91,,1.1,0.2,6.1,0.0,0.0,0.0
Derek Brunson,185.42,83.91,195.58,3.51,0.47,3.05,0.33,0.85,0.6
Fernando Bruno,167.64,65.77,,1.75,0.39,1.78,0.22,0.56,0.5
Steve Bruno,177.8,77.11,,0.96,0.52,3.38,0.25,0.46,0.4
Cody Brundage,182.88,83.91,182.88,2.14,0.54,2.98,0.47,0.68,0.9
Justin Bruckmann,175.26,77.11,,0.59,0.66,5.91,0.0,0.33,0.0
Jules Bruchez,182.88,92.99,,0.69,0.5,5.52,0.0,0.0,0.0
Junie Browning,175.26,70.31,,3.76,0.48,1.76,0.66,0.0,3.5
Travis Browne,198.12,115.67,200.66,2.93,0.41,4.31,0.68,0.75,0.2
Humberto Brown Morrison,177.8,65.77,,1.71,0.5,2.19,0.25,0.0,0.0
TJ Brown,175.26,65.77,182.88,3.37,0.44,2.89,0.57,0.36,1.3
Damien Brown,177.8,70.31,172.72,3.66,0.38,4.86,0.27,0.53,0.7
Randy Brown,190.5,77.11,198.12,4.35,0.47,3.24,0.39,0.73,0.6
Frederick Brown,182.88,106.59,,0.0,0.0,0.0,0.0,0.0,0.0
Chris Brown,,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Terrell Brown,,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Todd Brown,180.34,92.99,,2.15,0.45,3.85,0.0,0.5,0.0
Dominic Brown,180.34,86.18,,0.0,0.0,0.0,0.0,0.0,0.0
Mike Brown,167.64,65.77,177.8,2.98,0.44,2.45,0.4,0.66,0.6
Matt Brown,182.88,77.11,190.5,3.76,0.55,2.92,0.46,0.63,1.3
Lee Brousseau,185.42,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Rob Broughton,187.96,120.2,187.96,2.83,0.6,2.54,0.0,0.26,3.2
Jarred Brooks,160.02,56.7,157.48,2.12,0.46,1.66,0.57,0.69,0.6
Will Brooks,177.8,70.31,182.88,4.26,0.59,2.54,0.51,0.82,0.3
Jonathan Brookins,182.88,65.77,187.96,2.69,0.39,3.63,0.17,0.8,0.3
Mike Bronzoulis,182.88,70.31,,1.13,0.34,2.54,0.0,0.33,0.0
Drew Brokenshire,,,,0.0,0.0,0.0,0.0,0.0,0.0
Antwain Britt,185.42,92.99,195.58,1.46,0.39,2.81,0.4,0.5,0.0
Icaro Brito,,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Kaik Brito,180.34,77.11,182.88,2.8,0.38,3.87,0.0,0.55,2.0
Joanderson Brito,172.72,65.77,182.88,3.02,0.5,2.7,0.68,0.72,0.9
Marcelo Brito,185.42,77.11,,0.6,0.2,3.53,0.0,0.5,0.0
Henry Briones,172.72,61.23,175.26,3.47,0.42,4.68,0.0,0.52,0.6
Aaron Brink,190.5,92.99,,3.49,0.42,5.71,0.0,0.0,0.0
Marcus Brimage,162.56,61.23,180.34,3.97,0.35,3.64,1.0,0.8,0.0
Jason Brilz,180.34,92.99,180.34,2.66,0.4,1.78,0.25,0.25,1.3
Marcos Brigagao,190.5,92.99,193.04,3.07,0.43,3.27,0.0,0.36,0.0
Mack Brewer,,92.99,,0.0,0.0,6.67,0.0,0.0,0.0
Robert Breslin,180.34,70.31,,2.21,0.46,3.5,1.0,0.5,0.0
Charlie Brenneman,177.8,70.31,177.8,1.52,0.56,1.55,0.42,0.72,0.0
Chris Brennan,172.72,77.11,,0.6,0.4,0.97,0.0,0.25,2.1
Elves Brener,177.8,70.31,182.88,3.99,0.47,5.3,0.23,0.76,0.0
Tom Breese,190.5,83.91,185.42,3.34,0.5,2.81,0.0,0.7,1.1
Mike Breeden,177.8,70.31,177.8,5.75,0.45,7.28,0.3,0.67,0.0
Roman Bravo-Young,,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Martin Bravo,172.72,65.77,180.34,7.66,0.39,5.72,0.35,0.85,0.0
Michael Bravo,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Bruna Brasil,167.64,56.7,165.1,2.77,0.59,4.14,0.66,0.54,0.0
Diego Brandao,170.18,65.77,162.56,2.94,0.47,3.38,0.68,0.8,0.6
Billy Brand,167.64,61.23,165.1,2.86,0.25,8.57,0.0,0.75,0.0
David Branch,185.42,83.91,198.12,1.66,0.39,1.91,0.32,0.43,0.0
Joe Brammer,172.72,70.31,,2.15,0.31,2.8,0.5,0.5,0.0
Adam Bramhald,177.8,61.23,177.8,7.65,0.45,8.05,0.0,1.0,0.0
Ramiz Brahimaj,177.8,77.11,182.88,2.26,0.44,4.04,0.35,0.44,1.5
Ebenezer Fontes Braga,182.88,90.26,,2.42,0.5,0.42,0.0,0.9,0.6
Sean Brady,177.8,77.11,182.88,4.09,0.55,3.18,0.52,0.85,0.9
Paul Bradley,175.26,77.11,,2.26,0.32,4.13,0.16,1.0,0.0
Kyle Bradley,175.26,70.31,180.34,1.99,0.4,3.45,0.5,0.4,0.0
Colley  Bradford,170.18,65.77,,0.43,0.25,1.73,0.5,1.0,0.0
Anvar Boynazarov,175.26,65.77,,0.0,0.0,7.83,0.0,0.0,0.0
Ashe Bowman,175.26,70.31,,2.43,0.42,4.86,0.0,0.0,0.0
Blake Bowman,187.96,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Roger Bowling,175.26,70.31,172.72,3.9,0.47,3.86,0.43,0.27,0.9
Brian Bowles,170.18,61.23,177.8,2.36,0.26,2.98,0.7,0.54,1.4
Kyron Bowen,190.5,83.91,185.42,2.73,0.57,2.05,0.0,0.0,0.0
Melton Bowen,182.88,102.06,,0.0,0.0,0.0,0.0,0.0,0.0
Tai Bowden,180.34,104.33,,0.0,0.0,0.0,0.0,0.0,0.0
Jess Bouscal,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bourke,182.88,124.74,,0.0,0.0,0.0,0.0,0.0,0.0
Rich Bouphanouvong,170.18,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Roy Boughton,182.88,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Gregory Bouchelaghem,187.96,83.01,,0.27,0.21,1.53,0.0,0.5,0.0
Francois Botha,187.96,117.93,,0.0,0.0,1.05,0.0,0.0,0.0
Poliana Botelho,172.72,56.7,170.18,2.9,0.58,2.8,0.57,0.76,0.0
Chris Bostick,,,,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Bossett,185.42,97.52,,0.0,0.0,0.0,0.0,0.0,0.0
Steve Bosse,180.34,92.99,182.88,5.99,0.52,5.38,0.33,1.0,0.0
